name,ra,dec,l,b,alphaKW,alphaKW0,AKHerschel,J_flux,J_flux_err,Jmag,H_flux,H_flux_err,Hmag,Ks_flux,Ks_flux_err,Ksmag,W1_flux,W1_flux_err,W1mag,W2_flux,W2_flux_err,W2mag,W3_flux,W3_flux_err,W3mag,W4_flux,W4_flux_err,W4mag,J_flag,H_flag,Ks_flag,W1_flag,W2_flag,W3_flag,W4_flag
star_1967,84.01348749999998,-5.742467777777778,209.43724715938714,-19.37020417162956,0.35,0.32,0.492,2.401531663501666,0.2401531663501666,14.555,2.8621998632876466,0.28621998632876466,13.884,2.4884588020240646,0.24884588020240647,13.57,2.1933946420581654,0.21933946420581654,12.874,1.237650095511416,0.12376500955114161,12.856,1.025894998169109,0.1025894998169109,11.224,39.58786647601844,3.958786647601844,5.812,1,1,1,1,1,1,1
star_1968,84.01507499999998,-4.238260833333333,208.02031436003932,-18.685813191171587,-1.08,-1.1,0.11,19.628554450567083,1.9628554450567084,12.274,23.307728825770422,2.330772882577042,11.607,19.45944524493037,1.9459445244930373,11.337,10.62470249878516,1.0624702498785161,11.161,7.3484861450299235,0.7348486145029924,10.922,6.20444461886287,0.620444461886287,9.27,16.533397100255485,1.6533397100255485,6.76,1,1,1,1,1,1,1
star_1969,84.01607499999999,-5.505203055555556,209.2140828525391,-19.26089852478885,0.0,0.0,0.335,5.9825772763523455,0.5982577276352345,13.564,7.390944764607473,0.7390944764607473,12.854,6.685447075618245,0.6685447075618245,12.497,5.76921572060042,0.576921572060042,11.824,5.417487022975676,0.5417487022975677,11.253,7.390995066468846,0.7390995066468846,9.08,46.3833483746701,4.63833483746701,5.64,1,1,1,1,1,1,1
star_1970,84.01733333333331,-5.069123055555555,208.8030243999501,-19.06239683458306,-0.26,-0.3,0.225,10.747026433165317,1.0747026433165316,12.928,15.104277522019935,1.5104277522019935,12.078,13.814350001359275,1.3814350001359275,11.709,9.788514269285203,0.9788514269285203,11.25,7.1284954984157105,0.7128495498415711,10.955,23.415471775633314,2.3415471775633314,7.828,61.20150426951469,6.1201504269514695,5.339,1,1,1,1,1,1,1
star_1971,84.01876666666665,-5.384857222222223,209.10166080043638,-19.204127405507023,0.0,0.0,0.657,1594000.0,159400.0,0.0,1024000.0,102400.0,0.0,666700.0,66670.0,0.0,12.598440181632975,1.2598440181632977,10.976,7.267714855554898,0.7267714855554899,10.934,249.74851372667072,24.974851372667075,5.258,693.6846697081685,69.36846697081685,2.703,1,1,1,1,1,1,1
star_1972,84.02072916666665,-6.778170833333333,210.42364786137585,-19.827622281523354,-1.52,-1.53,1.67,61.501869448912935,6.150186944891294,11.034,75.21422009928851,7.521422009928852,10.335,59.639014053537196,5.96390140535372,10.121,34.19139169318406,3.419139169318406,9.892,21.907755213271678,2.190775521327168,9.736,13.750006782270443,1.3750006782270443,8.406,17.814026612870283,1.7814026612870284,6.679,1,1,1,1,1,1,1
star_1973,84.02081249999998,-6.745259444444445,210.39236421068878,-19.812890826925674,-0.35,-0.63,1.505,0.6837357955348694,0.06837357955348694,15.919,3.406433825730601,0.34064338257306015,13.695,6.747306755780636,0.6747306755780637,12.487,8.65200532892635,0.8652005328926351,11.384,9.66936333817801,0.9669363338178011,10.624,16.576884532925373,1.6576884532925373,8.203,31.94199937035308,3.1941999370353082,6.045,1,1,1,1,1,1,1
star_1974,84.02084583333331,-6.712209722222222,210.36093122407593,-19.798136728669956,-1.09,-1.11,0.789,19.076044069037437,1.9076044069037437,12.305,22.485365769965444,2.2485365769965444,11.646,20.189727397669927,2.0189727397669928,11.297,13.561782601524236,1.3561782601524237,10.896,11.983891812833235,1.1983891812833236,10.391,11.238359290584265,1.1238359290584266,8.625,15.415659063306611,1.5415659063306613,6.836,1,1,1,1,1,1,1
star_1975,84.02117499999999,-6.4922627777777775,210.15194264257843,-19.699712529097656,-0.86,-0.95,1.038,18.00065536269807,1.800065536269807,12.368,31.76142335465148,3.176142335465148,11.271,42.29903456436683,4.229903456436683,10.494,63.49167408336646,6.349167408336647,9.22,56.156221668988785,5.615622166898879,8.714,50.94515787050864,5.094515787050864,6.984,73.24232073630154,7.324232073630154,5.144,1,1,1,1,1,1,1
star_1976,84.02132083333332,-5.1871422222222225,208.9162411531346,-19.11236649027642,-0.74,-0.77,0.186,4.127511738548337,0.41275117385483373,13.967,5.256539795254161,0.5256539795254161,13.224,5.160959548903171,0.5160959548903171,12.778,5.071270522862483,0.5071270522862483,11.964,4.709750269954906,0.47097502699549065,11.405,14.266022754295998,1.4266022754296,8.366,6.205290200307298,0.6205290200307298,7.824,1,1,1,1,1,1,1
star_1977,84.02149999999997,-6.423717777777778,210.08697032766665,-19.668792066276364,-1.47,-1.49,0.923,29.818673317430818,2.981867331743082,11.82,37.38522137441266,3.738522137441266,11.094,28.83569711510404,2.883569711510404,10.91,14.612239379273195,1.4612239379273195,10.815,9.157941810284292,0.9157941810284292,10.683,3.4443153914907687,0.34443153914907687,9.909,12.530318113437291,1.253031811343729,7.061,1,1,1,1,1,1,1
star_1978,84.02562083333332,-6.431313055555556,210.09612939309244,-19.66852442055513,-0.59,-0.74,0.85,2.4574705220015964,0.24574705220015966,14.53,4.829475382270334,0.4829475382270334,13.316,4.781128928879016,0.47811289288790165,12.861,4.091822426103515,0.4091822426103515,12.197,4.21306228496312,0.421306228496312,11.526,6.0353562780767795,0.603535627807678,9.3,11.922356305295096,1.1922356305295096,7.115,1,1,1,1,1,1,1
star_1979,84.02619583333332,-6.054289722222222,209.73862326199543,-19.49912581004762,-0.01,-0.04,0.516,2.057255902604494,0.2057255902604494,14.723,2.436127176581761,0.24361271765817613,14.059,2.028291894511557,0.20282918945115572,13.792,1.8227066507876886,0.18227066507876888,13.075,1.581240319314771,0.15812403193147712,12.59,6.993634191364054,0.6993634191364054,9.14,15.54397527508424,1.554397527508424,6.827,1,1,1,1,1,1,1
star_1980,84.02673749999998,-4.698286666666667,208.45824042363284,-18.88548293063448,-0.33,-0.35,0.247,34.96941097085266,3.4969410970852657,11.647,40.6911493182938,4.069114931829381,11.002,34.63621725834782,3.4636217258347823,10.711,20.432277497544828,2.043227749754483,10.451,14.811460328747938,1.4811460328747938,10.161,35.538812521560374,3.5538812521560375,7.375,141.24142702536435,14.124142702536435,4.431,1,1,1,1,1,1,1
star_1981,84.02744999999999,-6.528592222222223,210.18942699731954,-19.71035973072995,-0.3,-0.33,0.987,7.2725768146049825,0.7272576814604983,13.352,8.796298460215256,0.8796298460215257,12.665,7.32369846700419,0.732369846700419,12.398,4.0805319085275045,0.4080531908527505,12.2,3.264358738127424,0.3264358738127424,11.803,6.746878858496395,0.6746878858496395,9.179,34.4161350145617,3.4416135014561706,5.964,1,1,1,1,1,1,1
star_1982,84.02751249999999,-5.6984,209.40221243598825,-19.337891771432016,0.0,0.0,0.852,6.0490659169497025,0.6049065916949703,13.552,6.9614539822587425,0.6961453982258743,12.919,5.7534779779623895,0.575347797796239,12.66,309540.0,30954.0,0.0,171790.0,17179.0,0.0,31674.0,3167.4,0.0,8363.0,836.3000000000001,0.0,1,1,1,1,1,1,1
star_1983,84.02772083333332,-6.538100833333333,210.1985923958704,-19.714364573792448,-0.97,-1.06,1.123,22.49512014568488,2.249512014568488,12.126,55.500891177126285,5.550089117712629,10.665,89.35738587379868,8.935738587379868,9.682,122.32543765690826,12.232543765690828,8.508,116.57297490977042,11.657297490977044,7.921,91.68597599151151,9.168597599151152,6.346,118.13051485680091,11.813051485680091,4.625,1,1,1,1,1,1,1
star_1984,84.02771666666665,-6.2405100000000004,209.9159625572741,-19.581279655993875,-0.75,-0.8,1.534,29.54529407723208,2.954529407723208,11.83,42.7267595501357,4.27267595501357,10.949,42.02719984356192,4.202719984356192,10.501,85.49028762999859,8.549028762999859,8.897,85.30959490195318,8.530959490195318,8.26,70.97459326442159,7.097459326442159,6.624,104.89676547324285,10.489676547324287,4.754,1,1,1,1,1,1,1
star_1985,84.02779166666664,-4.920056944444445,208.66753926186036,-18.98543310859233,0.26,0.22,0.247,0.7587318531895962,0.07587318531895963,15.806,1.0363345009628575,0.10363345009628576,14.987,1.0983239530758144,0.10983239530758145,14.458,1.9315981387769863,0.19315981387769865,13.012,1.5424030654058158,0.1542403065405816,12.617,20.169861329237314,2.0169861329237313,7.99,12.099351587000692,1.2099351587000693,7.099,1,1,1,1,1,1,1
star_1986,84.02834166666665,-5.104321388888889,208.84147636681396,-19.068590417811123,0.0,0.0,0.206,9.792381326652091,0.9792381326652091,13.029,12.175868712807397,1.2175868712807398,12.312,10.479256124635516,1.0479256124635516,12.009,6.0689949799332155,0.6068994979933215,11.769,4.252045270319864,0.4252045270319864,11.516,1.133190467095638,0.11331904670956382,11.116,2.7820318441977583,0.2782031844197758,8.695,1,1,1,1,1,1,1
star_1987,84.02875416666664,-4.343782777777777,208.125971861984,-18.721943950595982,-1.14,-1.16,0.121,16.985890382406776,1.6985890382406776,12.431,23.222017961648735,2.3222017961648738,11.611,23.053159502498794,2.3053159502498795,11.153,18.05995975768946,1.8059959757689459,10.585,14.487647803632461,1.4487647803632462,10.185,11.553216514921683,1.1553216514921683,8.595,17.66697102567224,1.766697102567224,6.688,1,1,1,1,1,1,1
star_1988,84.02911666666665,-5.2261516666666665,208.95677055413466,-19.12311696991266,-0.48,-0.52,0.186,0.700952061045106,0.0700952061045106,15.892,2.3784824794696755,0.23784824794696757,14.085,3.167600881309203,0.3167600881309203,13.308,1.3499471870500916,0.13499471870500918,13.401,1.6285379359563135,0.16285379359563135,12.558,2.8516939377385633,0.28516939377385636,10.114,6.9177059374397505,0.6917705937439751,7.706,1,1,1,1,1,1,1
star_1989,84.02921666666666,-6.030589444444445,209.71758865643147,-19.48580148502409,0.0,0.0,0.475,2.9328396367358955,0.29328396367358955,14.338,2.634510638435097,0.2634510638435097,13.974,3.8577178016992835,0.38577178016992836,13.094,3.027727449961372,0.30277274499613727,12.524,2.6705325740770194,0.26705325740770197,12.021,0.9042799724050344,0.09042799724050345,11.361,1.9371448521543035,0.19371448521543036,9.088,1,1,1,1,1,1,1
star_1990,84.02934583333332,-5.571736666666666,209.2832920022914,-19.279146136881913,-0.11,-0.12,0.589,18.470911057112712,1.8470911057112713,12.34,36.299442634117106,3.6299442634117107,11.126,53.79358090215576,5.379358090215576,10.233,39.83976593934561,3.9839765939345613,9.726,50.69882330490186,5.069882330490186,8.825,106.53760080693613,10.653760080693614,6.183,387.22384833897587,38.72238483389759,3.336,1,1,1,1,1,1,1
star_1991,84.03038749999999,-5.706010833333334,209.4107792211913,-19.33876741004806,-0.44,-0.49,0.609,49.350131820148235,4.935013182014824,11.273,68.2181529828818,6.821815298288181,10.441,73.77860767779096,7.377860767779096,9.89,86.5200532892635,8.65200532892635,8.884,83.36771144285075,8.336771144285075,8.285,148.971404526652,14.897140452665202,5.819,272.3717723252565,27.23717723252565,3.718,1,1,1,1,1,1,1
star_1992,84.03368333333331,-4.6890447222222225,208.4528770390716,-18.875110788469552,-0.86,-0.91,0.236,24.371839928249923,2.4371839928249925,12.039,34.697641588654285,3.469764158865429,11.175,34.54064595074972,3.454064595074972,10.714,26.73725255006436,2.673725255006436,10.159,23.62641780560312,2.362641780560312,9.654,21.41425216256563,2.1414252162565632,7.925,41.30114546862053,4.130114546862053,5.766,1,1,1,1,1,1,1
star_1993,84.03452916666666,-6.810088888888889,210.46051469502058,-19.829561652503855,-0.1,-0.13,1.732,23.40390448724183,2.3403904487241833,12.083,36.13266184484117,3.6132661844841167,11.131,37.216065304744845,3.7216065304744848,10.633,46.37850853561377,4.637850853561377,9.561,67.70143587219937,6.770143587219938,8.511,155.8486025317428,15.584860253174282,5.77,283.8978455693596,28.389784556935965,3.673,1,1,1,1,1,1,1
star_1994,84.034725,-6.4105227777777785,210.0806761898531,-19.651137269599115,0.0,0.0,1.783,13.258314511376575,1.3258314511376577,12.7,14.122121922801655,1.4122121922801656,12.151,12.622066243608355,1.2622066243608356,11.807,8.06708769866657,0.8067087698666571,11.46,6.646574540703099,0.66465745407031,11.031,3.6635566576922636,0.3663556657692264,9.842,3.014130813392784,0.3014130813392784,8.608,1,1,1,1,1,1,1
star_1995,84.03499999999998,-4.4812747222222225,208.258141259641,-18.779207405931913,-1.55,-1.57,0.131,16.768272268742148,1.6768272268742148,12.445,22.485365769965444,2.2485365769965444,11.646,21.773610770929643,2.1773610770929643,11.215,14.13568237921157,1.4135682379211572,10.851,11.153158643477266,1.1153158643477266,10.469,3.98018182648977,0.39801818264897704,9.752,7.790441967690192,0.7790441967690193,7.577,1,1,1,1,1,1,1
star_1996,84.03856666666665,-5.519338333333334,209.23815010989387,-19.247305641666518,0.0,0.0,0.328,4.0076364420734745,0.40076364420734745,13.999,4.928331999924242,0.49283319999242425,13.294,5.29091098696119,0.529091098696119,12.751,4.706702823533962,0.4706702823533962,12.045,4.46064724271133,0.44606472427113303,11.464,12.220892176442083,1.2220892176442084,8.534,14.954162540296275,1.4954162540296276,6.869,1,1,1,1,1,1,1
star_1997,84.03867916666664,-4.8335413888888885,208.5912726128279,-18.936442188687902,0.0,0.0,0.142,12.102868567985617,1.2102868567985618,12.799,14.73329744133984,1.473329744133984,12.105,12.165513783694117,1.2165513783694117,11.847,8.612252975367573,0.8612252975367574,11.389,6.7701435872199385,0.6770143587219939,11.011,1.401854410621383,0.14018544106213832,10.885,3.09857560085299,0.309857560085299,8.578,1,1,1,1,1,1,1
star_1998,84.03864999999998,-5.6107797222222215,209.32463302766806,-19.28849622374032,-0.27,-0.3,0.86,20.03033981001671,2.003033981001671,12.252,24.56404909075958,2.456404909075958,11.55,23.568419252844343,2.3568419252844346,11.129,22.841087539416165,2.2841087539416165,10.33,18.905922778783466,1.8905922778783468,9.896,3.3319840391476743,0.33319840391476746,9.945,107.63712688206618,10.763712688206619,4.726,1,1,1,1,1,1,1
star_1999,84.03964999999998,-6.409363333333333,210.08189852064967,-19.64624110203883,0.0,0.0,2.432,2.214564414688385,0.22145644146883853,14.643,2.3458484764341967,0.2345848476434197,14.1,2.081279732682471,0.2081279732682471,13.764,1.3095339987126509,0.13095339987126509,13.434,1.1884964249416405,0.11884964249416406,12.9,0.6993634191364053,0.06993634191364054,11.64,3.3787969757244007,0.3378796975724401,8.484,1,1,1,1,1,1,1
star_2000,84.04041666666666,-6.175245833333333,209.86004873123144,-19.540746730433916,-1.24,-1.29,5.569,21.1294560598745,2.11294560598745,12.194,27.61213300268459,2.761213300268459,11.423,27.639517359221028,2.763951735922103,10.956,47.853838354895124,4.785383835489513,9.527,41.667541792282734,4.166754179228273,9.038,31.124537908542585,3.112453790854259,7.519,19.052944254149416,1.9052944254149418,6.606,1,1,1,1,1,1,1
star_2001,84.04219583333331,-5.835727222222222,209.53915317238366,-19.38668429119707,0.68,0.62,0.3,0.8520955888787723,0.08520955888787723,15.68,1.5215980977018941,0.15215980977018942,14.57,1.5846394190928033,0.15846394190928034,14.06,1.9656979206374054,0.19656979206374056,12.993,2.0464346455902254,0.20464346455902255,12.31,15.484704157903144,1.5484704157903144,8.277,63.55681080701352,6.355681080701352,5.298,1,1,1,1,1,1,1
star_2002,84.04304583333331,-5.707505833333333,209.4182081193086,-19.328196484299383,-0.71,-0.82,0.613,36.990339477886785,3.6990339477886787,11.586,88.53193503067264,8.853193503067265,10.158,147.4790920168633,14.74790920168633,9.138,181.76772777275727,18.176772777275726,8.078,190.1068998495233,19.010689984952332,7.39,219.3324613895517,21.93324613895517,5.399,318.2453720197654,31.82453720197654,3.549,1,1,1,1,1,1,1
star_2003,84.04345416666665,-5.362526944444444,209.092341011581,-19.17210720990215,0.0,0.0,0.867,1.256864086886131,0.1256864086886131,15.258,1.330147971991403,0.1330147971991403,14.716,1.3413139924461253,0.13413139924461254,14.241,309540.0,30954.0,0.0,171790.0,17179.0,0.0,31674.0,3167.4,0.0,8363.0,836.3000000000001,0.0,1,1,1,1,1,1,1
star_2004,84.04371666666665,-5.329135833333333,209.06093896928274,-19.15677048373364,0.0,0.0,0.565,40.40995037013664,4.040995037013665,11.49,49.6477940437449,4.96477940437449,10.786,38.6483052955502,3.8648305295550203,10.592,18.412670366538674,1.8412670366538675,10.564,10.60224607089847,1.0602246070898471,10.524,4.44531880149053,0.44453188014905304,9.632,5.315719999020186,0.5315719999020186,7.992,1,1,1,1,1,1,1
star_2005,84.04479166666665,-7.407852222222223,211.0352850954041,-20.08559381149711,0.74,0.71,0.129,0.07306145503964714,0.007306145503964715,18.347,0.11986708848262519,0.01198670884826252,17.329,0.21063496026695294,0.021063496026695296,16.251,0.6193223859632506,0.061932238596325066,14.247,1.1153158643477263,0.11153158643477264,12.969,4.461726166104639,0.4461726166104639,9.628,13.956036505548761,1.3956036505548761,6.944,1,1,1,1,1,1,1
star_2006,84.0457,-5.663682777777778,209.37801534222072,-19.30608878402148,-1.08,-1.22,0.723,13.380992185119178,1.3380992185119178,12.69,36.80441818262672,3.680441818262672,11.111,62.44971419306752,6.2449714193067525,10.071,78.97993614169785,7.897993614169785,8.983,74.57579292562478,7.457579292562478,8.406,52.37245260150907,5.237245260150907,6.954,62.80035471743339,6.280035471743339,5.311,1,1,1,1,1,1,1
star_2007,84.04713333333332,-6.282181111111111,209.964682779118,-19.582685007852216,0.0,0.0,0.87,3.9381143008452546,0.39381143008452546,14.018,4.328126610079769,0.43281266100797694,13.435,3.8435315921036195,0.38435315921036195,13.098,2.5160355797343534,0.25160355797343537,12.725,2.2049456029505707,0.2204945602950571,12.229,1.8858316158600306,0.18858316158600308,10.563,3.840272981354727,0.3840272981354727,8.345,1,1,1,1,1,1,1
star_2008,84.04761666666666,-3.6209475,207.4576076081232,-18.37361003461703,-1.36,-1.37,0.093,9.274453264106267,0.9274453264106267,13.088,10.41118003677569,1.0411180036775691,12.482,8.62046028010578,0.8620460280105781,12.221,5.4040178921501285,0.5404017892150129,11.895,4.252045270319864,0.4252045270319864,11.516,3.8895818270176874,0.38895818270176874,9.777,3.2356541640316707,0.3235654164031671,8.531,1,1,1,1,1,1,1
star_2009,84.04764999999999,-6.3737933333333325,210.05189416954764,-19.623223277966297,0.0,0.0,2.088,4.161868146417969,0.41618681464179696,13.958,7.418224231167889,0.7418224231167889,12.85,8.796916205119851,0.8796916205119851,12.199,4.951271921773843,0.4951271921773843,11.99,4.748953090319407,0.47489530903194077,11.396,3.518057329797413,0.3518057329797413,9.886,12.449792031434642,1.2449792031434643,7.068,1,1,1,1,1,1,1
star_2010,84.04776249999998,-6.37282861111111,210.05103122168174,-19.62269177445803,-0.89,-1.02,2.33,13.028316998570448,1.3028316998570448,12.719,27.714047478154015,2.7714047478154016,11.419,38.57717801699291,3.857717801699291,10.594,37.283508853854094,3.7283508853854097,9.798,40.794149175792114,4.079414917579212,9.061,37.731399362259076,3.773139936225908,7.31,52.52452054755778,5.2524520547557785,5.505,1,1,1,1,1,1,1
star_2011,84.04837083333331,-6.717597777777778,210.37900239763113,-19.77606512979045,0.0,0.0,1.145,0.09351651566447508,0.009351651566447508,18.079,0.07479971732688993,0.007479971732688994,17.841,0.18278075004243147,0.01827807500424315,16.405,0.36805843763304696,0.036805843763304695,14.812,0.7011289176244373,0.07011289176244373,13.473,0.8812576750720182,0.08812576750720183,11.389,4.393009038187751,0.4393009038187751,8.199,1,1,1,1,1,1,1
star_2012,84.04862083333332,-6.416229722222223,210.0926519539286,-19.641336909886164,-0.29,-0.3,2.784,2.101301241258913,0.21013012412589133,14.7,2.3631971632111597,0.23631971632111598,14.092,1.9730153093954357,0.19730153093954358,13.822,1.1500501481473886,0.11500501481473886,13.575,1.0059997659650912,0.10059997659650913,13.081,2.389477318153914,0.23894773181539142,10.306,8.757136047349665,0.8757136047349665,7.45,1,1,1,1,1,1,1
star_2013,84.04877083333332,-7.503065277777778,211.12810037745052,-20.124120412323325,-0.93,-0.96,0.131,4.204247910977612,0.4204247910977612,13.947,5.256539795254161,0.5256539795254161,13.224,4.453797376596535,0.44537973765965355,12.938,3.022155303599906,0.3022155303599906,12.526,2.48312098216443,0.24831209821644298,12.1,2.931587845263707,0.29315878452637073,10.084,4.839072142734533,0.48390721427345335,8.094,1,1,1,1,1,1,1
star_2014,84.04910416666665,-5.663958055555556,209.37989371584675,-19.30318902917768,0.0,0.0,0.61,1.3380992185119178,0.13380992185119178,15.19,2.127648867844367,0.2127648867844367,14.206,2.141561028689786,0.2141561028689786,13.733,309540.0,30954.0,0.0,171790.0,17179.0,0.0,31674.0,3167.4,0.0,8363.0,836.3000000000001,0.0,1,1,1,1,1,1,1
star_2015,84.05171666666665,-4.754377777777778,208.5230017425752,-18.888856261075595,2.01,1.99,0.154,1594000.0,159400.0,0.0,1024000.0,102400.0,0.0,0.02352504458198785,0.002352504458198785,18.631,1.5860496493626461,0.15860496493626464,13.226,1.458135487216141,0.1458135487216141,12.678,36.770785922376696,3.67707859223767,7.338,47.947072626620695,4.79470726266207,5.604,1,1,1,1,1,1,1
star_2016,84.05212499999999,-5.679275555555556,209.39581729008415,-19.3074098572576,0.0,0.0,0.53,6.499625248298376,0.6499625248298376,13.474,10.449606983088117,1.0449606983088118,12.478,18.345538116436188,1.8345538116436189,11.401,15.933705219152285,1.5933705219152285,10.721,15.268552955901303,1.5268552955901304,10.128,3.731667261173668,0.3731667261173668,9.822,15.064755822228015,1.5064755822228015,6.861,1,1,1,1,1,1,1
star_2017,84.05252083333332,-6.394319722222223,210.07368407064578,-19.62807375234428,0.0,0.0,2.921,12.825913807732407,1.2825913807732408,12.736,19.47600855492925,1.9476008554929252,11.802,19.06911136759317,1.906911136759317,11.359,309540.0,30954.0,0.0,171790.0,17179.0,0.0,31674.0,3167.4,0.0,8363.0,836.3000000000001,0.0,1,1,1,1,1,1,1
star_2018,84.05408749999998,-6.391826111111111,210.07205527675282,-19.625566072588683,0.0,0.0,3.299,8.695375015435744,0.8695375015435745,13.158,6.514783033072817,0.6514783033072817,12.991,21.733539216260887,2.173353921626089,11.217,309540.0,30954.0,0.0,171790.0,17179.0,0.0,31674.0,3167.4,0.0,8363.0,836.3000000000001,0.0,1,1,1,1,1,1,1
star_2019,84.05514583333331,-6.828342777777777,210.48757545362085,-19.819353890442315,-0.92,-1.2,1.865,0.7643430430856716,0.07643430430856717,15.798,2.9696136899113643,0.29696136899113645,13.844,4.946869516375554,0.49468695163755544,12.824,3.3940386083416083,0.33940386083416085,12.4,3.7342026231224117,0.3734202623122412,11.657,3.903938004849273,0.39039380048492733,9.773,5.429528245846689,0.542952824584669,7.969,1,1,1,1,1,1,1
star_2020,84.05574999999999,-5.039704166666667,208.79365889080663,-19.01494710631912,0.0,0.0,0.205,6.547693128100998,0.6547693128100999,13.466,7.7535386594785844,0.7753538659478585,12.802,7.150401939659901,0.7150401939659901,12.424,3.397166073453283,0.3397166073453283,12.399,2.9471204071325268,0.2947120407132527,11.914,3.058460756520504,0.30584607565205046,10.038,6.268477867110148,0.6268477867110148,7.813,1,1,1,1,1,1,1
star_2021,84.06147916666664,-6.221362777777778,209.91375278703373,-19.542695220453307,-1.07,-1.07,1.863,16.38657979213597,1.638657979213597,12.47,20.67759175473273,2.0677591754732734,11.737,16.793083797820884,1.6793083797820885,11.497,11.943092013310233,1.1943092013310233,11.034,9.803877581403516,0.9803877581403516,10.609,9.495173666570034,0.9495173666570035,8.808,13.917527777884482,1.3917527777884482,6.947,1,1,1,1,1,1,1
star_2022,84.06278333333333,-6.293578888888889,209.98289164351038,-19.573878093665876,-0.95,-0.99,0.712,53.516575710326954,5.351657571032696,11.185,69.80715789371935,6.980715789371935,10.416,67.16305697236605,6.7163056972366055,9.992,53.4461933238141,5.34461933238141,9.407,39.53646898126073,3.9536468981260735,9.095,43.883667153508384,4.3883667153508386,7.146,75.71154292956275,7.571154292956276,5.108,1,1,1,1,1,1,1
star_2023,84.0635583333333,-6.604588333333333,210.2786735064852,-19.712178121129607,-0.47,-0.48,0.919,3.296767476155233,0.32967674761552335,14.211,3.6199282008268496,0.36199282008268496,13.629,3.1241397679026086,0.3124139767902609,13.323,1.993043502653182,0.19930435026531823,12.978,1.531079986619959,0.1531079986619959,12.625,2.9288889961319216,0.29288889961319214,10.085,9.655218285813916,0.9655218285813917,7.344,1,1,1,1,1,1,1
star_2024,84.06487916666664,-6.0140225,209.71877873943512,-19.446673243161012,0.0,0.0,0.49,4.146563467105088,0.4146563467105089,13.962,4.825029318863621,0.48250293188636206,13.317,4.020966502391991,0.4020966502391991,13.049,2.723433518772353,0.2723433518772353,12.639,2.371362128161294,0.2371362128161294,12.15,0.6961501361058648,0.06961501361058649,11.645,2.1026263215219863,0.21026263215219865,8.999,1,1,1,1,1,1,1
star_2025,84.06598749999998,-6.247398333333334,209.94058381899174,-19.550351347428013,-0.81,-0.85,2.105,9.85571909966231,0.985571909966231,13.022,12.142271981231715,1.2142271981231716,12.315,10.287988144740492,1.0287988144740492,12.029,5.256743401830078,0.5256743401830078,11.925,3.4308195777498174,0.34308195777498174,11.749,5.2954504954094235,0.5295450495409424,9.442,13.815356518589253,1.3815356518589255,6.955,1,1,1,1,1,1,1
star_2026,84.06758333333332,-5.129786111111111,208.88423865652354,-19.045300062597693,0.0,0.0,0.192,0.3722959545120595,0.03722959545120595,16.579,0.5596286715083485,0.05596286715083485,15.656,0.5237577414184008,0.05237577414184008,15.262,0.9194259946372884,0.09194259946372885,13.818,0.9812911445962237,0.09812911445962237,13.108,2.467759954131607,0.24677599541316073,10.271,4.541110781868764,0.45411107818687646,8.163,1,1,1,1,1,1,1
star_2027,84.06812499999998,-5.667254722222222,209.39205136333203,-19.287779131736364,0.0,0.0,0.385,4.294259816055485,0.4294259816055485,13.924,5.237209616346162,0.5237209616346162,13.228,4.4950078563308145,0.4495007856330815,12.928,3.537665597508258,0.3537665597508258,12.355,3.097404177022655,0.3097404177022655,11.86,6.013162112109642,0.6013162112109642,9.304,24.726468675788624,2.4726468675788627,6.323,1,1,1,1,1,1,1
star_2028,84.07075416666666,-5.195204722222223,208.94745013329864,-19.072131439647173,-0.76,-0.8,0.21,114.83871309419624,11.483871309419625,10.356,146.92644026701694,14.692644026701695,9.608,129.87646371789532,12.987646371789532,9.276,92.28195324696367,9.228195324696367,8.814,79.76233875694095,7.976233875694096,8.333,114.05200183240892,11.405200183240893,6.109,205.85532078832978,20.58553207883298,4.022,1,1,1,1,1,1,1
star_2029,84.07126249999999,-6.472298055555556,210.15658514787853,-19.64626851882352,0.0,0.0,0.896,1.0094581461368017,0.10094581461368018,15.496,1.3131065166397649,0.13131065166397649,14.73,1.3437870612105534,0.13437870612105535,14.239,0.8486268691785562,0.08486268691785563,13.905,0.7645358937862393,0.07645358937862394,13.379,0.8556633141684791,0.08556633141684791,11.421,2.0378025285392503,0.20378025285392504,9.033,1,1,1,1,1,1,1
star_2030,84.07171666666665,-6.633773888888888,210.3102612349712,-19.71794302308881,0.0,0.0,2.773,1594000.0,159400.0,0.0,0.14952023007352713,0.014952023007352714,17.089,666700.0,66670.0,0.0,3.9839765939345613,0.39839765939345617,12.226,9.70505229030054,0.970505229030054,10.62,5.555241101533591,0.5555241101533591,9.39,267.89345095932066,26.789345095932067,3.736,1,1,1,1,1,1,1
star_2031,84.07180416666665,-6.290134722222222,209.98388324244846,-19.56431841851552,-1.0,-1.01,0.922,20.629481712712742,2.0629481712712745,12.22,23.54506841109734,2.354506841109734,11.596,19.7301530939544,1.9730153093954401,11.322,11.596228869942028,1.159622886994203,11.066,9.032290138087744,0.9032290138087744,10.698,9.261960241580967,0.9261960241580968,8.835,18.89566134635802,1.889566134635802,6.615,1,1,1,1,1,1,1
